MovieID,Title,Genres,bert_text
3101,Fatal Attraction (1987),Thriller,Movie title: Fatal Attraction (1987). Genres: Thriller
3102,Jagged Edge (1985),Thriller,Movie title: Jagged Edge (1985). Genres: Thriller
3103,Stanley & Iris (1990),Drama|Romance,Movie title: Stanley & Iris (1990). Genres: Drama|Romance
3104,Midnight Run (1988),Action|Adventure|Comedy|Crime,Movie title: Midnight Run (1988). Genres: Action|Adventure|Comedy|Crime
3105,Awakenings (1990),Drama,Movie title: Awakenings (1990). Genres: Drama
3106,Come See the Paradise (1990),Drama|Romance,Movie title: Come See the Paradise (1990). Genres: Drama|Romance
3107,Backdraft (1991),Action|Drama,Movie title: Backdraft (1991). Genres: Action|Drama
3108,"Fisher King, The (1991)",Comedy|Drama|Romance,"Movie title: Fisher King, The (1991). Genres: Comedy|Drama|Romance"
3109,"River, The (1984)",Drama,"Movie title: River, The (1984). Genres: Drama"
3110,Country (1984),Drama,Movie title: Country (1984). Genres: Drama
3111,Places in the Heart (1984),Drama,Movie title: Places in the Heart (1984). Genres: Drama
3112,'Night Mother (1986),Drama,Movie title: 'Night Mother (1986). Genres: Drama
3113,End of Days (1999),Action|Thriller,Movie title: End of Days (1999). Genres: Action|Thriller
3114,Toy Story 2 (1999),Animation|Children's|Comedy,Movie title: Toy Story 2 (1999). Genres: Animation|Children's|Comedy
3115,Flawless (1999),Drama,Movie title: Flawless (1999). Genres: Drama
3116,Miss Julie (1999),Drama,Movie title: Miss Julie (1999). Genres: Drama
3117,Ride with the Devil (1999),Drama|Romance|War,Movie title: Ride with the Devil (1999). Genres: Drama|Romance|War
3118,Tumbleweeds (1999),Drama,Movie title: Tumbleweeds (1999). Genres: Drama
3119,Bay of Blood (Reazione a catena) (1971),Horror,Movie title: Bay of Blood (Reazione a catena) (1971). Genres: Horror
3120,"Distinguished Gentleman, The (1992)",Comedy,"Movie title: Distinguished Gentleman, The (1992). Genres: Comedy"
3121,"Hitch-Hiker, The (1953)",Film-Noir,"Movie title: Hitch-Hiker, The (1953). Genres: Film-Noir"
3122,Santa Fe Trail (1940),Drama|Romance|Western,Movie title: Santa Fe Trail (1940). Genres: Drama|Romance|Western
3123,Spring Fever USA (a.k.a. Lauderdale) (1989),Comedy,Movie title: Spring Fever USA (a.k.a. Lauderdale) (1989). Genres: Comedy
3124,Agnes Browne (1999),Comedy|Drama,Movie title: Agnes Browne (1999). Genres: Comedy|Drama
3125,"End of the Affair, The (1999)",Drama,"Movie title: End of the Affair, The (1999). Genres: Drama"
3126,"End of the Affair, The (1955)",Drama,"Movie title: End of the Affair, The (1955). Genres: Drama"
3127,Holy Smoke (1999),Drama,Movie title: Holy Smoke (1999). Genres: Drama
3128,"Map of the World, A (1999)",Drama,"Movie title: Map of the World, A (1999). Genres: Drama"
3129,Sweet and Lowdown (1999),Comedy|Drama,Movie title: Sweet and Lowdown (1999). Genres: Comedy|Drama
3130,Bonfire of the Vanities (1990),Comedy,Movie title: Bonfire of the Vanities (1990). Genres: Comedy
3131,Broadway Damage (1997),Comedy,Movie title: Broadway Damage (1997). Genres: Comedy
3132,Daddy Long Legs (1919),Comedy,Movie title: Daddy Long Legs (1919). Genres: Comedy
3133,Go West (1925),Comedy,Movie title: Go West (1925). Genres: Comedy
3134,"Grand Illusion (Grande illusion, La) (1937)",Drama|War,"Movie title: Grand Illusion (Grande illusion, La) (1937). Genres: Drama|War"
3135,"Great Santini, The (1979)",Drama,"Movie title: Great Santini, The (1979). Genres: Drama"
3136,"James Dean Story, The (1957)",Documentary,"Movie title: James Dean Story, The (1957). Genres: Documentary"
3137,"Sea Wolves, The (1980)",Action|War,"Movie title: Sea Wolves, The (1980). Genres: Action|War"
3138,Stealing Home (1988),Drama,Movie title: Stealing Home (1988). Genres: Drama
3139,Tarzan the Fearless (1933),Action|Adventure,Movie title: Tarzan the Fearless (1933). Genres: Action|Adventure
3140,"Three Ages, The (1923)",Comedy,"Movie title: Three Ages, The (1923). Genres: Comedy"
3141,"Two Jakes, The (1990)",Drama,"Movie title: Two Jakes, The (1990). Genres: Drama"
3142,U2: Rattle and Hum (1988),Documentary|Musical,Movie title: U2: Rattle and Hum (1988). Genres: Documentary|Musical
3143,Hell in the Pacific (1968),Drama|War,Movie title: Hell in the Pacific (1968). Genres: Drama|War
3144,"Glass Bottom Boat, The (1966)",Comedy|Romance,"Movie title: Glass Bottom Boat, The (1966). Genres: Comedy|Romance"
3145,"Cradle Will Rock, The (1999)",Drama,"Movie title: Cradle Will Rock, The (1999). Genres: Drama"
3146,Deuce Bigalow: Male Gigolo (1999),Comedy,Movie title: Deuce Bigalow: Male Gigolo (1999). Genres: Comedy
3147,"Green Mile, The (1999)",Drama|Thriller,"Movie title: Green Mile, The (1999). Genres: Drama|Thriller"
3148,"Cider House Rules, The (1999)",Drama,"Movie title: Cider House Rules, The (1999). Genres: Drama"
3149,Diamonds (1999),Mystery,Movie title: Diamonds (1999). Genres: Mystery
3150,"War Zone, The (1999)",Drama,"Movie title: War Zone, The (1999). Genres: Drama"
3151,"Bat Whispers, The (1930)",Crime|Drama|Mystery,"Movie title: Bat Whispers, The (1930). Genres: Crime|Drama|Mystery"
3152,"Last Picture Show, The (1971)",Drama,"Movie title: Last Picture Show, The (1971). Genres: Drama"
3153,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,"Movie title: 7th Voyage of Sinbad, The (1958). Genres: Action|Adventure|Fantasy"
3154,Blood on the Sun (1945),Drama|War,Movie title: Blood on the Sun (1945). Genres: Drama|War
3155,Anna and the King (1999),Drama|Romance,Movie title: Anna and the King (1999). Genres: Drama|Romance
3156,Bicentennial Man (1999),Comedy|Drama|Sci-Fi,Movie title: Bicentennial Man (1999). Genres: Comedy|Drama|Sci-Fi
3157,Stuart Little (1999),Children's|Comedy,Movie title: Stuart Little (1999). Genres: Children's|Comedy
3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,"Movie title: Emperor and the Assassin, The (Jing ke ci qin wang) (1999). Genres: Drama"
3159,Fantasia 2000 (1999),Animation|Children's|Musical,Movie title: Fantasia 2000 (1999). Genres: Animation|Children's|Musical
3160,Magnolia (1999),Drama,Movie title: Magnolia (1999). Genres: Drama
3161,Onegin (1999),Drama,Movie title: Onegin (1999). Genres: Drama
3162,Simpatico (1999),Comedy|Drama,Movie title: Simpatico (1999). Genres: Comedy|Drama
3163,Topsy-Turvy (1999),Drama,Movie title: Topsy-Turvy (1999). Genres: Drama
3164,"Alley Cats, The (1968)",Drama,"Movie title: Alley Cats, The (1968). Genres: Drama"
3165,Boiling Point (1993),Action|Drama,Movie title: Boiling Point (1993). Genres: Action|Drama
3166,Brenda Starr (1989),Adventure,Movie title: Brenda Starr (1989). Genres: Adventure
3167,Carnal Knowledge (1971),Drama,Movie title: Carnal Knowledge (1971). Genres: Drama
3168,Easy Rider (1969),Adventure|Drama,Movie title: Easy Rider (1969). Genres: Adventure|Drama
3169,"Falcon and the Snowman, The (1984)",Drama,"Movie title: Falcon and the Snowman, The (1984). Genres: Drama"
3170,Hi-Yo Silver (1940),Western,Movie title: Hi-Yo Silver (1940). Genres: Western
3171,Room at the Top (1959),Drama,Movie title: Room at the Top (1959). Genres: Drama
3172,Ulysses (Ulisse) (1954),Adventure,Movie title: Ulysses (Ulisse) (1954). Genres: Adventure
3173,Any Given Sunday (1999),Drama,Movie title: Any Given Sunday (1999). Genres: Drama
3174,Man on the Moon (1999),Comedy|Drama,Movie title: Man on the Moon (1999). Genres: Comedy|Drama
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,Movie title: Galaxy Quest (1999). Genres: Adventure|Comedy|Sci-Fi
3176,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,"Movie title: Talented Mr. Ripley, The (1999). Genres: Drama|Mystery|Thriller"
3177,Next Friday (1999),Comedy,Movie title: Next Friday (1999). Genres: Comedy
3178,"Hurricane, The (1999)",Drama,"Movie title: Hurricane, The (1999). Genres: Drama"
3179,Angela's Ashes (1999),Drama,Movie title: Angela's Ashes (1999). Genres: Drama
3180,Play it to the Bone (1999),Comedy|Drama,Movie title: Play it to the Bone (1999). Genres: Comedy|Drama
3181,Titus (1999),Drama,Movie title: Titus (1999). Genres: Drama
3182,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),Documentary,Movie title: Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999). Genres: Documentary
3183,"Third Miracle, The (1999)",Drama,"Movie title: Third Miracle, The (1999). Genres: Drama"
3184,Montana (1998),Action|Comedy|Crime|Drama,Movie title: Montana (1998). Genres: Action|Comedy|Crime|Drama
3185,Snow Falling on Cedars (1999),Drama,Movie title: Snow Falling on Cedars (1999). Genres: Drama
3186,"Girl, Interrupted (1999)",Drama,"Movie title: Girl, Interrupted (1999). Genres: Drama"
3187,Trans (1998),Drama,Movie title: Trans (1998). Genres: Drama
3188,"Life and Times of Hank Greenberg, The (1998)",Documentary,"Movie title: Life and Times of Hank Greenberg, The (1998). Genres: Documentary"
3189,My Dog Skip (1999),Comedy,Movie title: My Dog Skip (1999). Genres: Comedy
3190,Supernova (2000),Adventure|Sci-Fi,Movie title: Supernova (2000). Genres: Adventure|Sci-Fi
3191,"Quarry, The (1998)",Drama,"Movie title: Quarry, The (1998). Genres: Drama"
3192,"Terrorist, The (Malli) (1998)",Drama,"Movie title: Terrorist, The (Malli) (1998). Genres: Drama"
3193,Creature (1999),Documentary,Movie title: Creature (1999). Genres: Documentary
3194,"Way We Were, The (1973)",Drama,"Movie title: Way We Were, The (1973). Genres: Drama"
3195,Tess of the Storm Country (1922),Drama,Movie title: Tess of the Storm Country (1922). Genres: Drama
3196,Stalag 17 (1953),Drama|War,Movie title: Stalag 17 (1953). Genres: Drama|War
3197,"Presidio, The (1988)",Action,"Movie title: Presidio, The (1988). Genres: Action"
3198,Papillon (1973),Drama,Movie title: Papillon (1973). Genres: Drama
3199,Pal Joey (1957),Comedy|Musical|Romance,Movie title: Pal Joey (1957). Genres: Comedy|Musical|Romance
3200,"Last Detail, The (1973)",Comedy|Drama,"Movie title: Last Detail, The (1973). Genres: Comedy|Drama"
3201,Five Easy Pieces (1970),Drama,Movie title: Five Easy Pieces (1970). Genres: Drama
3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama,Movie title: Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971). Genres: Drama
3203,Dead Calm (1989),Thriller,Movie title: Dead Calm (1989). Genres: Thriller
3204,"Boys from Brazil, The (1978)",Thriller,"Movie title: Boys from Brazil, The (1978). Genres: Thriller"
3205,Black Sunday (La Maschera Del Demonio) (1960),Horror,Movie title: Black Sunday (La Maschera Del Demonio) (1960). Genres: Horror
3206,Against All Odds (1984),Romance,Movie title: Against All Odds (1984). Genres: Romance
3207,"Snows of Kilimanjaro, The (1952)",Adventure,"Movie title: Snows of Kilimanjaro, The (1952). Genres: Adventure"
3208,Loaded Weapon 1 (1993),Action|Comedy,Movie title: Loaded Weapon 1 (1993). Genres: Action|Comedy
3209,"Loves of Carmen, The (1948)",Drama,"Movie title: Loves of Carmen, The (1948). Genres: Drama"
3210,Fast Times at Ridgemont High (1982),Comedy,Movie title: Fast Times at Ridgemont High (1982). Genres: Comedy
3211,"Cry in the Dark, A (1988)",Drama,"Movie title: Cry in the Dark, A (1988). Genres: Drama"
3212,Born to Win (1971),Drama,Movie title: Born to Win (1971). Genres: Drama
3213,Batman: Mask of the Phantasm (1993),Animation|Children's,Movie title: Batman: Mask of the Phantasm (1993). Genres: Animation|Children's
3214,American Flyers (1985),Drama,Movie title: American Flyers (1985). Genres: Drama
3215,Voyage of the Damned (1976),Drama,Movie title: Voyage of the Damned (1976). Genres: Drama
3216,Vampyros Lesbos (Las Vampiras) (1970),Horror,Movie title: Vampyros Lesbos (Las Vampiras) (1970). Genres: Horror
3217,"Star Is Born, A (1937)",Drama,"Movie title: Star Is Born, A (1937). Genres: Drama"
3218,Poison (1991),Drama,Movie title: Poison (1991). Genres: Drama
3219,Pacific Heights (1990),Thriller,Movie title: Pacific Heights (1990). Genres: Thriller
3220,Night Tide (1961),Drama,Movie title: Night Tide (1961). Genres: Drama
3221,"Draughtsman's Contract, The (1982)",Drama,"Movie title: Draughtsman's Contract, The (1982). Genres: Drama"
3222,Carmen (1984),Drama,Movie title: Carmen (1984). Genres: Drama
3223,"Zed & Two Noughts, A (1985)",Drama,"Movie title: Zed & Two Noughts, A (1985). Genres: Drama"
3224,Woman in the Dunes (Suna no onna) (1964),Drama,Movie title: Woman in the Dunes (Suna no onna) (1964). Genres: Drama
3225,Down to You (2000),Comedy|Romance,Movie title: Down to You (2000). Genres: Comedy|Romance
3226,Hellhounds on My Trail (1999),Documentary,Movie title: Hellhounds on My Trail (1999). Genres: Documentary
3227,"Not Love, Just Frenzy (Más que amor, frenesí) (1996)",Comedy|Drama|Thriller,"Movie title: Not Love, Just Frenzy (Más que amor, frenesí) (1996). Genres: Comedy|Drama|Thriller"
3228,Wirey Spindell (1999),Comedy,Movie title: Wirey Spindell (1999). Genres: Comedy
3229,Another Man's Poison (1952),Crime|Drama,Movie title: Another Man's Poison (1952). Genres: Crime|Drama
3230,"Odessa File, The (1974)",Thriller,"Movie title: Odessa File, The (1974). Genres: Thriller"
3231,"Saphead, The (1920)",Comedy,"Movie title: Saphead, The (1920). Genres: Comedy"
3232,Seven Chances (1925),Comedy,Movie title: Seven Chances (1925). Genres: Comedy
3233,Smashing Time (1967),Comedy,Movie title: Smashing Time (1967). Genres: Comedy
3234,Train Ride to Hollywood (1978),Comedy,Movie title: Train Ride to Hollywood (1978). Genres: Comedy
3235,Where the Buffalo Roam (1980),Comedy,Movie title: Where the Buffalo Roam (1980). Genres: Comedy
3236,Zachariah (1971),Western,Movie title: Zachariah (1971). Genres: Western
3237,Kestrel's Eye (Falkens öga) (1998),Documentary,Movie title: Kestrel's Eye (Falkens öga) (1998). Genres: Documentary
3238,Eye of the Beholder (1999),Thriller,Movie title: Eye of the Beholder (1999). Genres: Thriller
3239,Isn't She Great? (2000),Comedy,Movie title: Isn't She Great? (2000). Genres: Comedy
3240,"Big Tease, The (1999)",Comedy,"Movie title: Big Tease, The (1999). Genres: Comedy"
3241,"Cup, The (Phörpa) (1999)",Comedy,"Movie title: Cup, The (Phörpa) (1999). Genres: Comedy"
3242,Santitos (1997),Comedy,Movie title: Santitos (1997). Genres: Comedy
3243,Encino Man (1992),Comedy,Movie title: Encino Man (1992). Genres: Comedy
3244,"Goodbye Girl, The (1977)",Comedy|Romance,"Movie title: Goodbye Girl, The (1977). Genres: Comedy|Romance"
3245,I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama,Movie title: I Am Cuba (Soy Cuba/Ya Kuba) (1964). Genres: Drama
3246,Malcolm X (1992),Drama,Movie title: Malcolm X (1992). Genres: Drama
3247,Sister Act (1992),Comedy|Crime,Movie title: Sister Act (1992). Genres: Comedy|Crime
3248,Sister Act 2: Back in the Habit (1993),Comedy,Movie title: Sister Act 2: Back in the Habit (1993). Genres: Comedy
3249,"Hand That Rocks the Cradle, The (1992)",Thriller,"Movie title: Hand That Rocks the Cradle, The (1992). Genres: Thriller"
3250,Alive (1993),Drama,Movie title: Alive (1993). Genres: Drama
3251,Agnes of God (1985),Drama|Mystery,Movie title: Agnes of God (1985). Genres: Drama|Mystery
3252,Scent of a Woman (1992),Drama,Movie title: Scent of a Woman (1992). Genres: Drama
3253,Wayne's World (1992),Comedy,Movie title: Wayne's World (1992). Genres: Comedy
3254,Wayne's World 2 (1993),Comedy,Movie title: Wayne's World 2 (1993). Genres: Comedy
3255,"League of Their Own, A (1992)",Comedy|Drama,"Movie title: League of Their Own, A (1992). Genres: Comedy|Drama"
3256,Patriot Games (1992),Action|Thriller,Movie title: Patriot Games (1992). Genres: Action|Thriller
3257,"Bodyguard, The (1992)",Action|Drama|Romance|Thriller,"Movie title: Bodyguard, The (1992). Genres: Action|Drama|Romance|Thriller"
3258,Death Becomes Her (1992),Comedy,Movie title: Death Becomes Her (1992). Genres: Comedy
3259,Far and Away (1992),Drama|Romance,Movie title: Far and Away (1992). Genres: Drama|Romance
3260,Howards End (1992),Drama,Movie title: Howards End (1992). Genres: Drama
3261,Singles (1992),Comedy|Drama|Romance,Movie title: Singles (1992). Genres: Comedy|Drama|Romance
3262,Twin Peaks: Fire Walk with Me (1992),Drama|Mystery,Movie title: Twin Peaks: Fire Walk with Me (1992). Genres: Drama|Mystery
3263,White Men Can't Jump (1992),Comedy,Movie title: White Men Can't Jump (1992). Genres: Comedy
3264,Buffy the Vampire Slayer (1992),Comedy|Horror,Movie title: Buffy the Vampire Slayer (1992). Genres: Comedy|Horror
3265,Hard-Boiled (Lashou shentan) (1992),Action|Crime,Movie title: Hard-Boiled (Lashou shentan) (1992). Genres: Action|Crime
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992),Action|Comedy|Crime|Drama,Movie title: Man Bites Dog (C'est arrivé près de chez vous) (1992). Genres: Action|Comedy|Crime|Drama
3267,"Mariachi, El (1992)",Action|Thriller,"Movie title: Mariachi, El (1992). Genres: Action|Thriller"
3268,Stop! Or My Mom Will Shoot (1992),Action|Comedy,Movie title: Stop! Or My Mom Will Shoot (1992). Genres: Action|Comedy
3269,Forever Young (1992),Adventure|Romance|Sci-Fi,Movie title: Forever Young (1992). Genres: Adventure|Romance|Sci-Fi
3270,"Cutting Edge, The (1992)",Drama,"Movie title: Cutting Edge, The (1992). Genres: Drama"
3271,Of Mice and Men (1992),Drama,Movie title: Of Mice and Men (1992). Genres: Drama
3272,Bad Lieutenant (1992),Crime|Drama,Movie title: Bad Lieutenant (1992). Genres: Crime|Drama
3273,Scream 3 (2000),Horror|Mystery|Thriller,Movie title: Scream 3 (2000). Genres: Horror|Mystery|Thriller
3274,Single White Female (1992),Action,Movie title: Single White Female (1992). Genres: Action
3275,"Boondock Saints, The (1999)",Action|Comedy,"Movie title: Boondock Saints, The (1999). Genres: Action|Comedy"
3276,Gun Shy (2000),Comedy,Movie title: Gun Shy (2000). Genres: Comedy
3277,Beloved/Friend (Amigo/Amado) (1999),Drama,Movie title: Beloved/Friend (Amigo/Amado) (1999). Genres: Drama
3278,Gendernauts (1999),Documentary,Movie title: Gendernauts (1999). Genres: Documentary
3279,Knockout (1999),Action|Adventure,Movie title: Knockout (1999). Genres: Action|Adventure
3280,"Baby, The (1973)",Horror,"Movie title: Baby, The (1973). Genres: Horror"
3281,"Brandon Teena Story, The (1998)",Documentary,"Movie title: Brandon Teena Story, The (1998). Genres: Documentary"
3282,Different for Girls (1996),Comedy,Movie title: Different for Girls (1996). Genres: Comedy
3283,Minnie and Moskowitz (1971),Action,Movie title: Minnie and Moskowitz (1971). Genres: Action
3284,They Might Be Giants (1971),Comedy|Romance,Movie title: They Might Be Giants (1971). Genres: Comedy|Romance
3285,"Beach, The (2000)",Adventure|Drama,"Movie title: Beach, The (2000). Genres: Adventure|Drama"
3286,Snow Day (2000),Comedy,Movie title: Snow Day (2000). Genres: Comedy
3287,"Tigger Movie, The (2000)",Animation|Children's,"Movie title: Tigger Movie, The (2000). Genres: Animation|Children's"
3288,Cotton Mary (1999),Drama,Movie title: Cotton Mary (1999). Genres: Drama
3289,Not One Less (Yi ge dou bu neng shao) (1999),Drama,Movie title: Not One Less (Yi ge dou bu neng shao) (1999). Genres: Drama
3290,Soft Toilet Seats (1999),Comedy,Movie title: Soft Toilet Seats (1999). Genres: Comedy
3291,Trois (2000),Thriller,Movie title: Trois (2000). Genres: Thriller
3292,"Big Combo, The (1955)",Film-Noir,"Movie title: Big Combo, The (1955). Genres: Film-Noir"
3293,Conceiving Ada (1997),Drama|Sci-Fi,Movie title: Conceiving Ada (1997). Genres: Drama|Sci-Fi
3294,Eaten Alive (1976),Horror,Movie title: Eaten Alive (1976). Genres: Horror
3295,Raining Stones (1993),Drama,Movie title: Raining Stones (1993). Genres: Drama
3296,To Sir with Love (1967),Drama,Movie title: To Sir with Love (1967). Genres: Drama
3297,With Byrd at the South Pole (1930),Documentary,Movie title: With Byrd at the South Pole (1930). Genres: Documentary
3298,Boiler Room (2000),Drama,Movie title: Boiler Room (2000). Genres: Drama
3299,Hanging Up (2000),Comedy|Drama,Movie title: Hanging Up (2000). Genres: Comedy|Drama
3300,Pitch Black (2000),Action|Sci-Fi,Movie title: Pitch Black (2000). Genres: Action|Sci-Fi
3301,"Whole Nine Yards, The (2000)",Comedy|Crime,"Movie title: Whole Nine Yards, The (2000). Genres: Comedy|Crime"
3302,Beautiful People (1999),Comedy,Movie title: Beautiful People (1999). Genres: Comedy
3303,Black Tar Heroin: The Dark End of the Street (1999),Documentary,Movie title: Black Tar Heroin: The Dark End of the Street (1999). Genres: Documentary
3304,Blue Collar (1978),Crime|Drama,Movie title: Blue Collar (1978). Genres: Crime|Drama
3305,Bluebeard (1944),Film-Noir|Horror,Movie title: Bluebeard (1944). Genres: Film-Noir|Horror
3306,"Circus, The (1928)",Comedy,"Movie title: Circus, The (1928). Genres: Comedy"
3307,City Lights (1931),Comedy|Drama|Romance,Movie title: City Lights (1931). Genres: Comedy|Drama|Romance
3308,"Flamingo Kid, The (1984)",Comedy|Drama,"Movie title: Flamingo Kid, The (1984). Genres: Comedy|Drama"
3309,"Dog's Life, A (1920)",Comedy,"Movie title: Dog's Life, A (1920). Genres: Comedy"
3310,"Kid, The (1921)",Action,"Movie title: Kid, The (1921). Genres: Action"
3311,"Man from Laramie, The (1955)",Western,"Movie title: Man from Laramie, The (1955). Genres: Western"
3312,"McCullochs, The (1975)",Drama,"Movie title: McCullochs, The (1975). Genres: Drama"
3313,Class Reunion (1982),Comedy,Movie title: Class Reunion (1982). Genres: Comedy
3314,"Big Trees, The (1952)",Action|Drama,"Movie title: Big Trees, The (1952). Genres: Action|Drama"
3315,Happy Go Lovely (1951),Musical,Movie title: Happy Go Lovely (1951). Genres: Musical
3316,Reindeer Games (2000),Action|Thriller,Movie title: Reindeer Games (2000). Genres: Action|Thriller
3317,Wonder Boys (2000),Comedy|Drama,Movie title: Wonder Boys (2000). Genres: Comedy|Drama
3318,Deterrence (1998),Thriller,Movie title: Deterrence (1998). Genres: Thriller
3319,Judy Berlin (1999),Drama,Movie title: Judy Berlin (1999). Genres: Drama
3320,Mifune (Mifunes sidste sang) (1999),Comedy|Romance,Movie title: Mifune (Mifunes sidste sang) (1999). Genres: Comedy|Romance
3321,"Waiting Game, The (2000)",Comedy,"Movie title: Waiting Game, The (2000). Genres: Comedy"
3322,3 Strikes (2000),Comedy,Movie title: 3 Strikes (2000). Genres: Comedy
3323,Chain of Fools (2000),Comedy|Crime,Movie title: Chain of Fools (2000). Genres: Comedy|Crime
3324,Drowning Mona (2000),Comedy,Movie title: Drowning Mona (2000). Genres: Comedy
3325,"Next Best Thing, The (2000)",Comedy|Drama,"Movie title: Next Best Thing, The (2000). Genres: Comedy|Drama"
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,Movie title: What Planet Are You From? (2000). Genres: Comedy|Sci-Fi
3327,Beyond the Mat (2000),Documentary,Movie title: Beyond the Mat (2000). Genres: Documentary
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,Movie title: Ghost Dog: The Way of the Samurai (1999). Genres: Crime|Drama
3329,"Year My Voice Broke, The (1987)",Drama,"Movie title: Year My Voice Broke, The (1987). Genres: Drama"
3330,Splendor in the Grass (1961),Drama,Movie title: Splendor in the Grass (1961). Genres: Drama
3331,My Tutor (1983),Drama,Movie title: My Tutor (1983). Genres: Drama
3332,"Legend of Lobo, The (1962)",Adventure|Children's,"Movie title: Legend of Lobo, The (1962). Genres: Adventure|Children's"
3333,"Killing of Sister George, The (1968)",Drama,"Movie title: Killing of Sister George, The (1968). Genres: Drama"
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,Movie title: Key Largo (1948). Genres: Crime|Drama|Film-Noir|Thriller
3335,Jail Bait (1954),Crime|Drama,Movie title: Jail Bait (1954). Genres: Crime|Drama
3336,It Happened Here (1961),Drama,Movie title: It Happened Here (1961). Genres: Drama
3337,I'll Never Forget What's 'is Name (1967),Comedy|Drama,Movie title: I'll Never Forget What's 'is Name (1967). Genres: Comedy|Drama
3338,For All Mankind (1989),Documentary,Movie title: For All Mankind (1989). Genres: Documentary
3339,Cross of Iron (1977),War,Movie title: Cross of Iron (1977). Genres: War
3340,Bride of the Monster (1956),Horror|Sci-Fi,Movie title: Bride of the Monster (1956). Genres: Horror|Sci-Fi
3341,Born Yesterday (1950),Comedy,Movie title: Born Yesterday (1950). Genres: Comedy
3342,Birdy (1984),Drama|War,Movie title: Birdy (1984). Genres: Drama|War
3343,And God Created Woman (1988),Comedy|Drama|Romance,Movie title: And God Created Woman (1988). Genres: Comedy|Drama|Romance
3344,Blood Feast (1963),Horror,Movie title: Blood Feast (1963). Genres: Horror
3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children's,"Movie title: Charlie, the Lonesome Cougar (1967). Genres: Adventure|Children's"
3346,Color Me Blood Red (1965),Horror,Movie title: Color Me Blood Red (1965). Genres: Horror
3347,Never Cry Wolf (1983),Drama,Movie title: Never Cry Wolf (1983). Genres: Drama
3348,"Night Visitor, The (1970)",Crime|Thriller,"Movie title: Night Visitor, The (1970). Genres: Crime|Thriller"
3349,"Perils of Pauline, The (1947)",Comedy,"Movie title: Perils of Pauline, The (1947). Genres: Comedy"
3350,"Raisin in the Sun, A (1961)",Drama,"Movie title: Raisin in the Sun, A (1961). Genres: Drama"
3351,Two Thousand Maniacs! (1964),Horror,Movie title: Two Thousand Maniacs! (1964). Genres: Horror
3352,Brown's Requiem (1998),Drama,Movie title: Brown's Requiem (1998). Genres: Drama
3353,"Closer You Get, The (2000)",Comedy|Romance,"Movie title: Closer You Get, The (2000). Genres: Comedy|Romance"
3354,Mission to Mars (2000),Sci-Fi,Movie title: Mission to Mars (2000). Genres: Sci-Fi
3355,"Ninth Gate, The (2000)",Thriller,"Movie title: Ninth Gate, The (2000). Genres: Thriller"
3356,Condo Painting (2000),Documentary,Movie title: Condo Painting (2000). Genres: Documentary
3357,East-West (Est-ouest) (1999),Drama|Romance,Movie title: East-West (Est-ouest) (1999). Genres: Drama|Romance
3358,Defending Your Life (1991),Comedy|Romance,Movie title: Defending Your Life (1991). Genres: Comedy|Romance
3359,Breaking Away (1979),Drama,Movie title: Breaking Away (1979). Genres: Drama
3360,Hoosiers (1986),Drama,Movie title: Hoosiers (1986). Genres: Drama
3361,Bull Durham (1988),Comedy,Movie title: Bull Durham (1988). Genres: Comedy
3362,Dog Day Afternoon (1975),Comedy|Crime|Drama,Movie title: Dog Day Afternoon (1975). Genres: Comedy|Crime|Drama
3363,American Graffiti (1973),Comedy|Drama,Movie title: American Graffiti (1973). Genres: Comedy|Drama
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,"Movie title: Asphalt Jungle, The (1950). Genres: Crime|Film-Noir"
3365,"Searchers, The (1956)",Western,"Movie title: Searchers, The (1956). Genres: Western"
3366,Where Eagles Dare (1969),Action|Adventure|War,Movie title: Where Eagles Dare (1969). Genres: Action|Adventure|War
3367,"Devil's Brigade, The (1968)",War,"Movie title: Devil's Brigade, The (1968). Genres: War"
3368,"Big Country, The (1958)",Romance|Western,"Movie title: Big Country, The (1958). Genres: Romance|Western"
3369,Any Number Can Win (Mélodie en sous-sol ) (1963),Crime,Movie title: Any Number Can Win (Mélodie en sous-sol ) (1963). Genres: Crime
3370,Betrayed (1988),Drama|Thriller,Movie title: Betrayed (1988). Genres: Drama|Thriller
3371,Bound for Glory (1976),Drama,Movie title: Bound for Glory (1976). Genres: Drama
3372,"Bridge at Remagen, The (1969)",Action|War,"Movie title: Bridge at Remagen, The (1969). Genres: Action|War"
